path,line,end_line,zone,symbol,rule,severity,claim_type,confidence,evidence
hardware/tests/test_run_third_goal_final_signoff.py,1153,1153,test,RunThirdGoalFinalSignoffTests.test_execute_qkv_uram_smoke_forwards_remote_options,hard-coded-absolute-path,high,fact,high,"qkv_uram_remote_dir=""/home/xilinx/qkv_hgtxr"","
hardware/tests/test_run_third_goal_final_signoff.py,1167,1167,test,RunThirdGoalFinalSignoffTests.test_execute_qkv_uram_smoke_forwards_remote_options,hard-coded-absolute-path,high,fact,high,"self.assertIn(""/home/xilinx/qkv_hgtxr"", qkv_step[""argv""])"
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,21,498,test,RunZcu104C3bSmokeRemoteTests,large-class,high,fact,high,class spans 478 lines
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,316,378,test,RunZcu104C3bSmokeRemoteTests.test_execute_imports_valid_vref_successor_result_with_fake_runner,large-function,medium,fact,high,function spans 63 lines
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,46,46,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_remote_commands_without_network,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,69,69,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_vref_successor_remote_commands,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_vref"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,101,101,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_qkv_uram_remote_commands,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_qkv"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,133,133,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_runtime_mode_search_remote_commands,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_runtime_search"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,165,165,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_runtime_mode_track_remote_commands,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_runtime_track"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,197,197,test,RunZcu104C3bSmokeRemoteTests.test_dry_run_builds_par32_prefetchall4_hybrid_remote_commands,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_prefetchall4_hybrid"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,301,301,test,RunZcu104C3bSmokeRemoteTests.test_execute_imports_valid_result_with_fake_runner,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,352,352,test,RunZcu104C3bSmokeRemoteTests.test_execute_imports_valid_vref_successor_result_with_fake_runner,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_vref"","
hardware/tests/test_run_zcu104_c3b_smoke_remote.py,416,416,test,RunZcu104C3bSmokeRemoteTests.test_execute_imports_valid_qkv_uram_result_with_fake_runner,hard-coded-absolute-path,high,fact,high,"remote_dir=""/home/xilinx/hgtxr_qkv"","
hardware/tests/test_validate_final_operator_handoff.py,766,1257,test,ValidateFinalOperatorHandoffTests,large-class,high,fact,high,class spans 492 lines
hardware/tests/test_validate_final_operator_handoff.py,766,1257,test,ValidateFinalOperatorHandoffTests,high-branch-density,high,inference,medium,AST branch proxy=41
hardware/tests/test_validate_final_operator_handoff.py,660,736,test,validator_command_card,large-function,medium,fact,high,function spans 77 lines
hardware/tests/test_validate_final_operator_handoff.py,402,402,test,write_live_current_audit,hard-coded-absolute-path,high,fact,high,"""requested XR-VITs sibling"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_operator_handoff.py,415,415,test,write_live_current_audit,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_operator_handoff.py,488,488,test,write_live_closeout_packet,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_validate_final_operator_handoff.py,505,505,test,write_live_closeout_packet,hard-coded-absolute-path,high,fact,high,"""validate_command"": ""python3 tools/validate_pynq_smoke_result.py /tmp/smoke.json --preset axis-c3b-mem16"","
hardware/tests/test_validate_final_operator_handoff.py,595,595,test,write_live_xr_vits_gate,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_operator_handoff.py,600,600,test,write_live_xr_vits_gate,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VIT/XR_Accel"","
hardware/tests/test_validate_final_operator_handoff.py,695,695,test,validator_command_card,hard-coded-absolute-path,high,fact,high,"{""id"": ""U2a"", ""commands"": [""test -d /home/kjm26/project/PRJXR/XR-VITs""]},"
hardware/tests/test_validate_final_operator_handoff.py,714,714,test,validator_command_card,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --root /tmp/HGTXR --import-c3b-smoke-json /path/to/e2e_axis_dma_c3b_mem16_file_smoke.json"""
hardware/tests/test_validate_final_operator_handoff.py,714,714,test,validator_command_card,very-long-line,low,fact,high,line length=165
hardware/tests/test_validate_final_signoff_bundle.py,787,1508,test,ValidateFinalSignoffBundleTests,large-class,high,fact,high,class spans 722 lines
hardware/tests/test_validate_final_signoff_bundle.py,787,1508,test,ValidateFinalSignoffBundleTests,high-branch-density,high,inference,medium,AST branch proxy=91
hardware/tests/test_validate_final_signoff_bundle.py,478,678,test,evidence_manifest,large-function,high,fact,high,function spans 201 lines
hardware/tests/test_validate_final_signoff_bundle.py,721,784,test,populate_bundle,large-function,medium,fact,high,function spans 64 lines
hardware/tests/test_validate_final_signoff_bundle.py,279,279,test,current_audit_payload,hard-coded-absolute-path,high,fact,high,"""requested XR-VITs sibling"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_signoff_bundle.py,292,292,test,current_audit_payload,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_signoff_bundle.py,359,359,test,closeout_packet_payload,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_validate_final_signoff_bundle.py,376,376,test,closeout_packet_payload,hard-coded-absolute-path,high,fact,high,"""validate_command"": ""python3 tools/validate_pynq_smoke_result.py /tmp/smoke.json --preset axis-c3b-mem16"","
hardware/tests/test_validate_final_signoff_bundle.py,456,456,test,xr_vits_gate_payload,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VITs"","
hardware/tests/test_validate_final_signoff_bundle.py,461,461,test,xr_vits_gate_payload,hard-coded-absolute-path,high,fact,high,"""path"": ""/home/kjm26/project/PRJXR/XR-VIT/XR_Accel"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,21,126,test,sample_packet,large-function,medium,fact,high,function spans 106 lines
hardware/tests/test_validate_final_unblock_closeout_packet.py,24,24,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""root"": ""/tmp/HGTXR"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,42,42,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""canonical_result_path"": ""/tmp/HGTXR/hardware/pynq/hgtxr/e2e_axis_dma_c3b_mem16_file_smoke.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,46,46,test,sample_packet,very-long-line,low,fact,high,line length=164
hardware/tests/test_validate_final_unblock_closeout_packet.py,52,52,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""candidate_replacement_path"": ""/tmp/XR-VIT/XR_Accel"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,55,55,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""policy_path"": ""/tmp/HGTXR/docs/resources/xr_vits_replacement_policy.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,56,56,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""candidate_audit"": ""/tmp/HGTXR/docs/resources/xr_vits_candidate_audit_2026_06_10.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,71,71,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""candidate_audit_path"": ""/tmp/HGTXR/docs/resources/xr_vits_candidate_audit_2026_06_10.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,85,85,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""expected_result_json"": ""/tmp/HGTXR/hardware/pynq/hgtxr/e2e_axis_dma_vref_p0_softmax_input_x2_dsp_mixed_stream_file_smoke.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,97,97,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""expected_result_json"": ""/tmp/HGTXR/hardware/pynq/hgtxr/e2e_axis_dma_vref_p0_softmax_input_x2_qkv_uram_file_smoke.json"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,101,101,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""python3 tools/check_final_blocker_closure_readiness.py --root /tmp/HGTXR"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,102,102,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""python3 tools/check_final_blocker_closure_readiness.py --root /tmp/HGTXR --xr-vits-mode exact"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,103,103,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""python3 tools/check_final_blocker_closure_readiness.py --root /tmp/HGTXR --xr-vits-mode replacement"","
hardware/tests/test_validate_final_unblock_closeout_packet.py,116,116,test,sample_packet,hard-coded-absolute-path,high,fact,high,"""python3 tools/run_third_goal_final_signoff.py --import-qkv-uram-smoke-json /tmp/qkv.json --dry-run-import-qkv-uram-smoke --allow-blocked"","
hardware/tests/test_validate_pynq_bundle_package.py,22,173,test,ValidatePynqBundlePackageTests,large-class,medium,fact,high,class spans 152 lines
hardware/tests/test_validate_pynq_bundle_package.py,22,173,test,ValidatePynqBundlePackageTests,high-branch-density,medium,inference,medium,AST branch proxy=16
hardware/tests/test_validate_pynq_smoke_result.py,225,367,test,ValidatePynqSmokeResultTests,high-branch-density,medium,inference,medium,AST branch proxy=18
hardware/tests/test_write_c3b_smoke_transfer_manifest.py,23,94,test,WriteC3bSmokeTransferManifestTests.make_bundle,large-function,medium,fact,high,function spans 72 lines
hardware/tests/test_write_c3b_smoke_transfer_manifest.py,58,58,test,WriteC3bSmokeTransferManifestTests.make_bundle,very-long-line,low,fact,high,line length=180
hardware/tests/test_write_final_evidence_manifest.py,20,1876,test,WriteFinalEvidenceManifestTests,large-class,high,fact,high,class spans 1857 lines
hardware/tests/test_write_final_evidence_manifest.py,20,1876,test,WriteFinalEvidenceManifestTests,high-branch-density,high,inference,medium,AST branch proxy=109
hardware/tests/test_write_final_evidence_manifest.py,89,152,test,WriteFinalEvidenceManifestTests.write_runner_summary,large-function,medium,fact,high,function spans 64 lines
hardware/tests/test_write_final_evidence_manifest.py,171,890,test,WriteFinalEvidenceManifestTests.payload_for_artifact,large-function,high,fact,high,function spans 720 lines
hardware/tests/test_write_final_evidence_manifest.py,171,890,test,WriteFinalEvidenceManifestTests.payload_for_artifact,high-branch-density,high,inference,medium,AST branch proxy=38
hardware/tests/test_write_final_evidence_manifest.py,892,1024,test,WriteFinalEvidenceManifestTests.populate_required,large-function,high,fact,high,function spans 133 lines
hardware/tests/test_write_final_evidence_manifest.py,1026,1095,test,WriteFinalEvidenceManifestTests.test_build_manifest_hashes_required_artifacts,large-function,medium,fact,high,function spans 70 lines
hardware/tests/test_write_final_evidence_manifest.py,76,76,test,WriteFinalEvidenceManifestTests.write_policy_tool_contract,work-marker,low,fact,high,"""PLACEHOLDER_APPROVER_VALUES = {'<approved-by>', '<name>', 'todo', 'tbd'}"","
hardware/tests/test_write_final_evidence_manifest.py,203,203,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""path"": ""/tmp/HGTXR/hardware/generated/pynq/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz"","
hardware/tests/test_write_final_evidence_manifest.py,205,205,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""sha256_file"": ""/tmp/HGTXR/docs/resources/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz.sha256"","
hardware/tests/test_write_final_evidence_manifest.py,236,236,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""candidate_audit_recommendation_snapshot"": {""path"": ""/tmp/XR_Accel""},"
hardware/tests/test_write_final_evidence_manifest.py,326,326,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""path"": ""/tmp/HGTXR/hardware/generated/pynq/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz"","
hardware/tests/test_write_final_evidence_manifest.py,333,333,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""/tmp/HGTXR/hardware/generated/pynq/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz"","
hardware/tests/test_write_final_evidence_manifest.py,334,334,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"""/tmp/HGTXR/hardware/generated/signoff/e2e_axis_dma_c3b_mem16_smoke_bundle.tar.gz.sha256"","
hardware/tests/test_write_final_evidence_manifest.py,353,353,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"Path(""/tmp/HGTXR"")"
hardware/tests/test_write_final_evidence_manifest.py,360,360,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=173
hardware/tests/test_write_final_evidence_manifest.py,430,430,test,WriteFinalEvidenceManifestTests.payload_for_artifact,hard-coded-absolute-path,high,fact,high,"{""name"": ""hardware_root_expected_prefix"", ""status"": ""pass"", ""detail"": ""/home/kjm26/project""},"
hardware/tests/test_write_final_evidence_manifest.py,538,538,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=163
hardware/tests/test_write_final_evidence_manifest.py,632,632,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=179
hardware/tests/test_write_final_evidence_manifest.py,633,633,test,WriteFinalEvidenceManifestTests.payload_for_artifact,very-long-line,low,fact,high,line length=191
